Circuit: * C:\Users\maksym\source\repos\Dohle\String Maschine\simulations\Draft2.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 7.5026e-007 to 7.51385e-007
Heightened Def Con from 7.52324e-007 to 7.53324e-007
Heightened Def Con from 7.53325e-007 to 7.5445e-007
Heightened Def Con from 7.55389e-007 to 7.56389e-007
Heightened Def Con from 7.5639e-007 to 7.57515e-007
Heightened Def Con from 7.58454e-007 to 7.59454e-007
Heightened Def Con from 7.59454e-007 to 7.60579e-007
Heightened Def Con from 7.61518e-007 to 7.62519e-007
Heightened Def Con from 7.62519e-007 to 7.63644e-007
Heightened Def Con from 7.64583e-007 to 7.65584e-007
Heightened Def Con from 7.65584e-007 to 7.66709e-007
Heightened Def Con from 7.67648e-007 to 7.68648e-007
Heightened Def Con from 7.68649e-007 to 7.69774e-007
Heightened Def Con from 7.70713e-007 to 7.71713e-007
Heightened Def Con from 7.71714e-007 to 7.72839e-007
Heightened Def Con from 7.73778e-007 to 7.74778e-007
Heightened Def Con from 7.74779e-007 to 7.75904e-007
Heightened Def Con from 7.76843e-007 to 7.77843e-007
Heightened Def Con from 7.77844e-007 to 7.78969e-007
Heightened Def Con from 7.79908e-007 to 7.80908e-007
Heightened Def Con from 7.80909e-007 to 7.82034e-007
Heightened Def Con from 7.82973e-007 to 7.83973e-007
Heightened Def Con from 7.83974e-007 to 7.85099e-007
Heightened Def Con from 7.86038e-007 to 7.87038e-007
Heightened Def Con from 7.87039e-007 to 7.88164e-007
Heightened Def Con from 7.89103e-007 to 7.90103e-007
Heightened Def Con from 7.90103e-007 to 7.91228e-007
Heightened Def Con from 7.92168e-007 to 7.93168e-007
Heightened Def Con from 7.93168e-007 to 7.94293e-007
Heightened Def Con from 7.95232e-007 to 7.96233e-007
Heightened Def Con from 7.96233e-007 to 7.97358e-007
Heightened Def Con from 7.98297e-007 to 7.99298e-007
Heightened Def Con from 7.99298e-007 to 8.00423e-007
Heightened Def Con from 8.01362e-007 to 8.02363e-007
Heightened Def Con from 8.02363e-007 to 8.03488e-007
Heightened Def Con from 8.04427e-007 to 8.05427e-007
Heightened Def Con from 8.05428e-007 to 8.06553e-007
Heightened Def Con from 8.07492e-007 to 8.08492e-007
Heightened Def Con from 8.08493e-007 to 8.09618e-007
Heightened Def Con from 8.10557e-007 to 8.11557e-007
Heightened Def Con from 8.11558e-007 to 8.12683e-007
Heightened Def Con from 8.13622e-007 to 8.14622e-007
Heightened Def Con from 8.14623e-007 to 8.15748e-007
Heightened Def Con from 8.16687e-007 to 8.17687e-007
Heightened Def Con from 8.17688e-007 to 8.18813e-007
Heightened Def Con from 8.19752e-007 to 8.20752e-007
Heightened Def Con from 8.20753e-007 to 8.21878e-007
Heightened Def Con from 8.22817e-007 to 8.23817e-007
Heightened Def Con from 8.23818e-007 to 8.24943e-007
Heightened Def Con from 8.25882e-007 to 8.26882e-007
Heightened Def Con from 8.26883e-007 to 8.28008e-007
Heightened Def Con from 8.28947e-007 to 8.29947e-007
Heightened Def Con from 8.29948e-007 to 8.31073e-007
Heightened Def Con from 8.32012e-007 to 8.33012e-007
Heightened Def Con from 8.33013e-007 to 8.34138e-007
Heightened Def Con from 8.35077e-007 to 8.36077e-007
Heightened Def Con from 8.36077e-007 to 8.37202e-007
Heightened Def Con from 8.38142e-007 to 8.39142e-007
Heightened Def Con from 8.39142e-007 to 8.40267e-007
Heightened Def Con from 8.41206e-007 to 8.42207e-007
Heightened Def Con from 8.42207e-007 to 8.43332e-007
Heightened Def Con from 8.44271e-007 to 8.45272e-007
Heightened Def Con from 8.45272e-007 to 8.46397e-007
Heightened Def Con from 8.47336e-007 to 8.48337e-007
Heightened Def Con from 8.48337e-007 to 8.49462e-007
Heightened Def Con from 8.50401e-007 to 8.51402e-007
Heightened Def Con from 8.51402e-007 to 8.52527e-007
Heightened Def Con from 8.53466e-007 to 8.54466e-007
Heightened Def Con from 8.54467e-007 to 8.55592e-007
Heightened Def Con from 8.56531e-007 to 8.57531e-007
Heightened Def Con from 8.57532e-007 to 8.58657e-007
Heightened Def Con from 8.59596e-007 to 8.60596e-007
Heightened Def Con from 8.60597e-007 to 8.61722e-007
Heightened Def Con from 8.62661e-007 to 8.63661e-007
Heightened Def Con from 8.63662e-007 to 8.64787e-007
Heightened Def Con from 8.65726e-007 to 8.66726e-007
Heightened Def Con from 8.66727e-007 to 8.67852e-007
Heightened Def Con from 8.68791e-007 to 8.69791e-007
Heightened Def Con from 8.69792e-007 to 8.70917e-007
Heightened Def Con from 8.71856e-007 to 8.72856e-007
Heightened Def Con from 8.72857e-007 to 8.73982e-007
Heightened Def Con from 8.74921e-007 to 8.75921e-007
Heightened Def Con from 8.75922e-007 to 8.77047e-007
Heightened Def Con from 8.77986e-007 to 8.78986e-007
Heightened Def Con from 8.78987e-007 to 8.80112e-007
Heightened Def Con from 8.81051e-007 to 8.82051e-007
Heightened Def Con from 8.82052e-007 to 8.83177e-007
Heightened Def Con from 8.84116e-007 to 8.85116e-007
Heightened Def Con from 8.85117e-007 to 8.86242e-007
Heightened Def Con from 8.87181e-007 to 8.88181e-007
Heightened Def Con from 8.88182e-007 to 8.89307e-007
Heightened Def Con from 8.90246e-007 to 8.91246e-007
Heightened Def Con from 8.91246e-007 to 8.92371e-007
Heightened Def Con from 8.93311e-007 to 8.94311e-007
Heightened Def Con from 8.94311e-007 to 8.95436e-007
Heightened Def Con from 8.96376e-007 to 8.97376e-007
Heightened Def Con from 8.97376e-007 to 8.98501e-007
Heightened Def Con from 8.9944e-007 to 9.00441e-007
Heightened Def Con from 9.00441e-007 to 9.01566e-007
Heightened Def Con from 9.02505e-007 to 9.03506e-007
Heightened Def Con from 9.03506e-007 to 9.04631e-007
Heightened Def Con from 9.0557e-007 to 9.06571e-007
Heightened Def Con from 9.06571e-007 to 9.07696e-007
Heightened Def Con from 9.08635e-007 to 9.09636e-007
Heightened Def Con from 9.09636e-007 to 9.10761e-007
Heightened Def Con from 9.117e-007 to 9.12701e-007
Heightened Def Con from 9.12701e-007 to 9.13826e-007
Heightened Def Con from 9.14765e-007 to 9.15766e-007
Heightened Def Con from 9.15766e-007 to 9.16891e-007
Heightened Def Con from 9.1783e-007 to 9.1883e-007
Heightened Def Con from 9.18831e-007 to 9.19956e-007
Heightened Def Con from 9.20895e-007 to 9.21895e-007
Heightened Def Con from 9.21896e-007 to 9.23021e-007
Heightened Def Con from 9.2396e-007 to 9.2496e-007
Heightened Def Con from 9.24961e-007 to 9.26086e-007
Heightened Def Con from 9.27025e-007 to 9.28025e-007
Heightened Def Con from 9.28026e-007 to 9.29151e-007
Heightened Def Con from 9.3009e-007 to 9.3109e-007
Heightened Def Con from 9.31091e-007 to 9.32216e-007
Heightened Def Con from 9.33155e-007 to 9.34155e-007
Heightened Def Con from 9.34156e-007 to 9.35281e-007
Heightened Def Con from 9.3622e-007 to 9.3722e-007
Heightened Def Con from 9.37221e-007 to 9.38346e-007
Heightened Def Con from 9.39285e-007 to 9.40285e-007
Heightened Def Con from 9.40286e-007 to 9.41411e-007
Heightened Def Con from 9.4235e-007 to 9.4335e-007
Heightened Def Con from 9.43351e-007 to 9.44476e-007
Heightened Def Con from 9.45415e-007 to 9.46415e-007
Heightened Def Con from 9.46416e-007 to 9.47541e-007
Heightened Def Con from 9.4848e-007 to 9.4948e-007
Heightened Def Con from 9.49481e-007 to 9.50606e-007
Heightened Def Con from 9.51545e-007 to 9.52545e-007
Heightened Def Con from 9.52546e-007 to 9.53671e-007
Heightened Def Con from 9.5461e-007 to 9.5561e-007
Heightened Def Con from 9.55611e-007 to 9.56736e-007
Heightened Def Con from 9.57675e-007 to 9.58675e-007
Heightened Def Con from 9.58676e-007 to 9.59801e-007
Heightened Def Con from 9.6074e-007 to 9.6174e-007
Heightened Def Con from 9.61741e-007 to 9.62866e-007
Heightened Def Con from 9.63805e-007 to 9.64805e-007
Heightened Def Con from 9.64806e-007 to 9.65931e-007
Heightened Def Con from 9.6687e-007 to 9.6787e-007
Heightened Def Con from 9.67871e-007 to 9.68996e-007
Heightened Def Con from 9.69935e-007 to 9.70935e-007
Heightened Def Con from 9.70936e-007 to 9.72061e-007
Heightened Def Con from 9.73e-007 to 9.74e-007
Heightened Def Con from 9.74e-007 to 9.75125e-007
Heightened Def Con from 9.76065e-007 to 9.77065e-007
Heightened Def Con from 9.77065e-007 to 9.7819e-007
Heightened Def Con from 9.7913e-007 to 9.8013e-007
Heightened Def Con from 9.8013e-007 to 9.81255e-007
Heightened Def Con from 9.82195e-007 to 9.83195e-007
Heightened Def Con from 9.83195e-007 to 9.8432e-007
Heightened Def Con from 9.8526e-007 to 9.8626e-007
Heightened Def Con from 9.8626e-007 to 9.87385e-007
Heightened Def Con from 9.88324e-007 to 9.89325e-007
Heightened Def Con from 9.89325e-007 to 9.9045e-007
Heightened Def Con from 9.91389e-007 to 9.9239e-007
Heightened Def Con from 9.9239e-007 to 9.93515e-007
Heightened Def Con from 9.94454e-007 to 9.95455e-007
Heightened Def Con from 9.95455e-007 to 9.9658e-007
Heightened Def Con from 9.97519e-007 to 9.9852e-007
Heightened Def Con from 9.9852e-007 to 9.99645e-007
Heightened Def Con from 1.00058e-006 to 1.00158e-006
Heightened Def Con from 1.00159e-006 to 1.00271e-006
Heightened Def Con from 1.00365e-006 to 1.00465e-006
Heightened Def Con from 1.00465e-006 to 1.00578e-006
Heightened Def Con from 1.00671e-006 to 1.00771e-006
Heightened Def Con from 1.00772e-006 to 1.00884e-006
Heightened Def Con from 1.00978e-006 to 1.01078e-006
Heightened Def Con from 1.01078e-006 to 1.01191e-006
Heightened Def Con from 1.01284e-006 to 1.01384e-006
Heightened Def Con from 1.01385e-006 to 1.01497e-006
Heightened Def Con from 1.01591e-006 to 1.01691e-006
Heightened Def Con from 1.01691e-006 to 1.01804e-006
Heightened Def Con from 1.01897e-006 to 1.01997e-006
Heightened Def Con from 1.01998e-006 to 1.0211e-006
Heightened Def Con from 1.02204e-006 to 1.02304e-006
Heightened Def Con from 1.02304e-006 to 1.02417e-006
Heightened Def Con from 1.0251e-006 to 1.0261e-006
Heightened Def Con from 1.02611e-006 to 1.02723e-006
Heightened Def Con from 1.02817e-006 to 1.02917e-006
Heightened Def Con from 1.02917e-006 to 1.0303e-006
Heightened Def Con from 1.03123e-006 to 1.03223e-006
Heightened Def Con from 1.03224e-006 to 1.03336e-006
Heightened Def Con from 1.0343e-006 to 1.0353e-006
Heightened Def Con from 1.0353e-006 to 1.03642e-006
Heightened Def Con from 1.03736e-006 to 1.03836e-006
Heightened Def Con from 1.03836e-006 to 1.03949e-006
Heightened Def Con from 1.04043e-006 to 1.04143e-006
Heightened Def Con from 1.04143e-006 to 1.04255e-006
Heightened Def Con from 1.04349e-006 to 1.04449e-006
Heightened Def Con from 1.04449e-006 to 1.04562e-006
Heightened Def Con from 1.04656e-006 to 1.04756e-006
Heightened Def Con from 1.04756e-006 to 1.04868e-006
Heightened Def Con from 1.04962e-006 to 1.05062e-006
Heightened Def Con from 1.05062e-006 to 1.05175e-006
Heightened Def Con from 1.05269e-006 to 1.05369e-006
Heightened Def Con from 1.05369e-006 to 1.05481e-006
Heightened Def Con from 1.05575e-006 to 1.05675e-006
Heightened Def Con from 1.05675e-006 to 1.05788e-006
Heightened Def Con from 1.05882e-006 to 1.05982e-006
Heightened Def Con from 1.05982e-006 to 1.06094e-006
Heightened Def Con from 1.06188e-006 to 1.06288e-006
Heightened Def Con from 1.06288e-006 to 1.06401e-006
Heightened Def Con from 1.06495e-006 to 1.06595e-006
Heightened Def Con from 1.06595e-006 to 1.06707e-006
Heightened Def Con from 1.06801e-006 to 1.06901e-006
Heightened Def Con from 1.06901e-006 to 1.07014e-006
Heightened Def Con from 1.07108e-006 to 1.07208e-006
Heightened Def Con from 1.07208e-006 to 1.0732e-006
Heightened Def Con from 1.07414e-006 to 1.07514e-006
Heightened Def Con from 1.07514e-006 to 1.07627e-006
Heightened Def Con from 1.07721e-006 to 1.07821e-006
Heightened Def Con from 1.07821e-006 to 1.07933e-006
Heightened Def Con from 1.08027e-006 to 1.08127e-006
Heightened Def Con from 1.08127e-006 to 1.0824e-006
Heightened Def Con from 1.08334e-006 to 1.08434e-006
Heightened Def Con from 1.08434e-006 to 1.08546e-006
Heightened Def Con from 1.0864e-006 to 1.0874e-006
Heightened Def Con from 1.0874e-006 to 1.08853e-006
Heightened Def Con from 1.08947e-006 to 1.09047e-006
Heightened Def Con from 1.09047e-006 to 1.09159e-006
Heightened Def Con from 1.09253e-006 to 1.09353e-006
Heightened Def Con from 1.09353e-006 to 1.09466e-006
Heightened Def Con from 1.0956e-006 to 1.0966e-006
Heightened Def Con from 1.0966e-006 to 1.09772e-006
Heightened Def Con from 1.09866e-006 to 1.09966e-006
Heightened Def Con from 1.09966e-006 to 1.10079e-006
Heightened Def Con from 1.10173e-006 to 1.10273e-006
Heightened Def Con from 1.10273e-006 to 1.10385e-006
Heightened Def Con from 1.10479e-006 to 1.10579e-006
Heightened Def Con from 1.10579e-006 to 1.10692e-006
Heightened Def Con from 1.10786e-006 to 1.10886e-006
Heightened Def Con from 1.10886e-006 to 1.10998e-006
Heightened Def Con from 1.11092e-006 to 1.11192e-006
Heightened Def Con from 1.11192e-006 to 1.11305e-006
Heightened Def Con from 1.11399e-006 to 1.11499e-006
Heightened Def Con from 1.11499e-006 to 1.11611e-006
Heightened Def Con from 1.11705e-006 to 1.11805e-006
Heightened Def Con from 1.11805e-006 to 1.11918e-006
Heightened Def Con from 1.12012e-006 to 1.12112e-006
Heightened Def Con from 1.12112e-006 to 1.12224e-006
Heightened Def Con from 1.12318e-006 to 1.12418e-006
Heightened Def Con from 1.12418e-006 to 1.12531e-006
Heightened Def Con from 1.12625e-006 to 1.12725e-006
Heightened Def Con from 1.12725e-006 to 1.12837e-006
Heightened Def Con from 1.12931e-006 to 1.13031e-006
Heightened Def Con from 1.13031e-006 to 1.13144e-006
Heightened Def Con from 1.13238e-006 to 1.13338e-006
Heightened Def Con from 1.13338e-006 to 1.1345e-006
Heightened Def Con from 1.13544e-006 to 1.13644e-006
Heightened Def Con from 1.13644e-006 to 1.13757e-006
Heightened Def Con from 1.13851e-006 to 1.13951e-006
Heightened Def Con from 1.13951e-006 to 1.14063e-006
Heightened Def Con from 1.14157e-006 to 1.14257e-006
Heightened Def Con from 1.14257e-006 to 1.1437e-006
Heightened Def Con from 1.14464e-006 to 1.14564e-006
Heightened Def Con from 1.14564e-006 to 1.14676e-006
Heightened Def Con from 1.1477e-006 to 1.1487e-006
Heightened Def Con from 1.1487e-006 to 1.14983e-006
Heightened Def Con from 1.15077e-006 to 1.15177e-006
Heightened Def Con from 1.15177e-006 to 1.15289e-006
Heightened Def Con from 1.15383e-006 to 1.15483e-006
Heightened Def Con from 1.15483e-006 to 1.15596e-006
Heightened Def Con from 1.1569e-006 to 1.1579e-006
Heightened Def Con from 1.1579e-006 to 1.15902e-006
Heightened Def Con from 1.15996e-006 to 1.16096e-006
Heightened Def Con from 1.16096e-006 to 1.16209e-006
Heightened Def Con from 1.16303e-006 to 1.16403e-006
Heightened Def Con from 1.16403e-006 to 1.16515e-006
Heightened Def Con from 1.16609e-006 to 1.16709e-006
Heightened Def Con from 1.16709e-006 to 1.16822e-006
Heightened Def Con from 1.16916e-006 to 1.17016e-006
Heightened Def Con from 1.17016e-006 to 1.17128e-006
Heightened Def Con from 1.17222e-006 to 1.17322e-006
Heightened Def Con from 1.17322e-006 to 1.17435e-006
Heightened Def Con from 1.17529e-006 to 1.17629e-006
Heightened Def Con from 1.17629e-006 to 1.17741e-006
Heightened Def Con from 1.17835e-006 to 1.17935e-006
Heightened Def Con from 1.17935e-006 to 1.18048e-006
Heightened Def Con from 1.18142e-006 to 1.18242e-006
Heightened Def Con from 1.18242e-006 to 1.18354e-006
Heightened Def Con from 1.18448e-006 to 1.18548e-006
Heightened Def Con from 1.18548e-006 to 1.18661e-006
Heightened Def Con from 1.18755e-006 to 1.18855e-006
Heightened Def Con from 1.18855e-006 to 1.18967e-006
Heightened Def Con from 1.19061e-006 to 1.19161e-006
Heightened Def Con from 1.19161e-006 to 1.19274e-006
Heightened Def Con from 1.19368e-006 to 1.19468e-006
Heightened Def Con from 1.19468e-006 to 1.1958e-006
Heightened Def Con from 1.19674e-006 to 1.19774e-006
Heightened Def Con from 1.19774e-006 to 1.19887e-006
Heightened Def Con from 1.19981e-006 to 1.20081e-006
Heightened Def Con from 1.20081e-006 to 1.20193e-006
Heightened Def Con from 1.20287e-006 to 1.20387e-006
Heightened Def Con from 1.20387e-006 to 1.205e-006
Heightened Def Con from 1.20594e-006 to 1.20694e-006
Heightened Def Con from 1.20694e-006 to 1.20806e-006
Heightened Def Con from 1.209e-006 to 1.21e-006
Heightened Def Con from 1.21e-006 to 1.21113e-006
Heightened Def Con from 1.21207e-006 to 1.21307e-006
Heightened Def Con from 1.21307e-006 to 1.21419e-006
Heightened Def Con from 1.21513e-006 to 1.21613e-006
Heightened Def Con from 1.21613e-006 to 1.21726e-006
Heightened Def Con from 1.2182e-006 to 1.2192e-006
Heightened Def Con from 1.2192e-006 to 1.22032e-006
Heightened Def Con from 1.22126e-006 to 1.22226e-006
Heightened Def Con from 1.22226e-006 to 1.22339e-006
Heightened Def Con from 1.22433e-006 to 1.22533e-006
Heightened Def Con from 1.22533e-006 to 1.22645e-006
Heightened Def Con from 1.22739e-006 to 1.22839e-006
Heightened Def Con from 1.22839e-006 to 1.22952e-006
Heightened Def Con from 1.23046e-006 to 1.23146e-006
Heightened Def Con from 1.23146e-006 to 1.23258e-006
Heightened Def Con from 1.23352e-006 to 1.23452e-006
Heightened Def Con from 1.23452e-006 to 1.23565e-006
Heightened Def Con from 1.23659e-006 to 1.23759e-006
Heightened Def Con from 1.23759e-006 to 1.23871e-006
Heightened Def Con from 1.23965e-006 to 1.24065e-006
Heightened Def Con from 1.24065e-006 to 1.24178e-006
Heightened Def Con from 1.24272e-006 to 1.24372e-006
Heightened Def Con from 1.24372e-006 to 1.24484e-006
Heightened Def Con from 1.24578e-006 to 1.24678e-006
Heightened Def Con from 1.24678e-006 to 1.24791e-006
Heightened Def Con from 1.24885e-006 to 1.24985e-006
Heightened Def Con from 1.24985e-006 to 1.25097e-006
Heightened Def Con from 1.25191e-006 to 1.25291e-006
Heightened Def Con from 1.25291e-006 to 1.25404e-006
Heightened Def Con from 1.25498e-006 to 1.25598e-006
Heightened Def Con from 1.25598e-006 to 1.2571e-006
Heightened Def Con from 1.25804e-006 to 1.25904e-006
Heightened Def Con from 1.25904e-006 to 1.26017e-006
Heightened Def Con from 1.26111e-006 to 1.26211e-006
Heightened Def Con from 1.26211e-006 to 1.26323e-006
Heightened Def Con from 1.26417e-006 to 1.26517e-006
Heightened Def Con from 1.26517e-006 to 1.2663e-006
Heightened Def Con from 1.26724e-006 to 1.26824e-006
Heightened Def Con from 1.26824e-006 to 1.26936e-006
Heightened Def Con from 1.2703e-006 to 1.2713e-006
Heightened Def Con from 1.2713e-006 to 1.27243e-006
Heightened Def Con from 1.27337e-006 to 1.27437e-006
Heightened Def Con from 1.27437e-006 to 1.27549e-006
Heightened Def Con from 1.27643e-006 to 1.27743e-006
Heightened Def Con from 1.27743e-006 to 1.27856e-006
Heightened Def Con from 1.2795e-006 to 1.2805e-006
Heightened Def Con from 1.2805e-006 to 1.28162e-006
Heightened Def Con from 1.28256e-006 to 1.28356e-006
Heightened Def Con from 1.28356e-006 to 1.28469e-006
Heightened Def Con from 1.28563e-006 to 1.28663e-006
Heightened Def Con from 1.28663e-006 to 1.28775e-006
Heightened Def Con from 1.28869e-006 to 1.28969e-006
Heightened Def Con from 1.28969e-006 to 1.29082e-006
Heightened Def Con from 1.29176e-006 to 1.29276e-006
Heightened Def Con from 1.29276e-006 to 1.29388e-006
Heightened Def Con from 1.29482e-006 to 1.29582e-006
Heightened Def Con from 1.29582e-006 to 1.29695e-006
Heightened Def Con from 1.29789e-006 to 1.29889e-006
Heightened Def Con from 1.29889e-006 to 1.30001e-006
Heightened Def Con from 1.30095e-006 to 1.30195e-006
Heightened Def Con from 1.30195e-006 to 1.30308e-006
Heightened Def Con from 1.30402e-006 to 1.30502e-006
Heightened Def Con from 1.30502e-006 to 1.30614e-006
Heightened Def Con from 1.30708e-006 to 1.30808e-006
